loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist,pl_bmass (Msun)
188,BD+20 2457 b,BD+20 2457,1,1,2,0,Radial Velocity,379.63,1.45,,21.42,0.15,,K2 II,4137.0,49.0,2.8,-1.0,[Fe/H],3.17,,1539.71,0.020447532
190,BD+20 2457 c,BD+20 2457,1,1,2,0,Radial Velocity,621.99,2.01,,12.47,0.18,,K2 II,4137.0,49.0,2.8,-1.0,[Fe/H],3.17,,1539.71,0.011903862000000001
191,BD+20 274 b,BD+20 274,1,1,1,0,Radial Velocity,578.2,1.3,,4.2,0.21,,K5 III,4296.0,17.3,0.8,-0.46,[Fe/H],1.96,,1322.51,0.00400932
192,BD+20 594 b,BD+20 594,1,1,1,0,Transit,41.6855,,0.23,0.07,0.0,89.55,,5766.0,1.08,1.67,-0.15,[Fe/H],,,179.461,6.6822e-05
195,BD+45 564 b,BD+45 564,1,1,1,0,Radial Velocity,307.88,0.83,,1.36,0.12,2.579,K1,5004.0,,0.81,-0.09,[Fe/H],,,53.622,0.001298256
196,BD+48 738 b,BD+48 738,1,1,1,0,Radial Velocity,392.6,1.0,,0.91,0.2,,K0 III,4414.0,11.0,0.74,-0.2,[Fe/H],1.69,,871.493,0.000868686
197,BD+48 740 b,BD+48 740,1,1,1,0,Radial Velocity,733.0,1.7,,1.7,0.76,,,4534.0,10.33,1.09,-0.13,[Fe/H],1.64,,666.589,0.0016228199999999999
198,BD+49 828 b,BD+49 828,1,1,1,0,Radial Velocity,2590.0,4.2,,1.6,0.35,,K0,4943.0,7.6,1.52,-0.19,[Fe/H],1.47,2.34,442.042,0.0015273600000000002
199,BD+55 362 b,BD+55 362,1,1,1,0,Radial Velocity,265.59,0.78,,0.72,0.27,0.601,K3,5012.0,,0.91,0.18,[Fe/H],,,52.5697,0.0006873119999999999
200,BD+60 1417 b,BD+60 1417,1,1,1,0,Imaging,,1662.0,1.31,15.0,,,K0,4993.0,0.8,1.0,,,0.356,0.1,44.9543,0.014319
202,BD+63 1405 b,BD+63 1405,1,1,1,0,Radial Velocity,1198.48,2.06,,3.96,0.88,5.974,K0,5000.0,,0.82,-0.09,[Fe/H],,,38.0473,0.003780216
203,BD-06 1339 b,BD-06 1339,1,1,2,0,Radial Velocity,3.8728,0.0428,,0.027,0.0,,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],-1.022,4.4,20.2695,2.57742e-05
204,BD-06 1339 c,BD-06 1339,1,1,2,0,Radial Velocity,125.94,0.435,,0.17,0.31,,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],-1.022,4.4,20.2695,0.000162282
206,BD-08 2823 b,BD-08 2823,1,1,2,0,Radial Velocity,5.6,0.06,,0.04,0.15,,,4816.0,0.71,0.5,-0.06,[Fe/H],,,41.3342,3.8184e-05
207,BD-08 2823 c,BD-08 2823,1,1,2,0,Radial Velocity,237.6,0.68,,0.33,0.19,,K3 V,4746.0,,0.74,-0.07,[Fe/H],,4.5,41.3342,0.000315018
209,BD-10 3166 b,BD-10 3166,1,1,1,0,Radial Velocity,3.48777,0.04,,0.59,0.02,,,5393.0,0.91,1.47,0.38,[Fe/H],,,84.4069,0.0005632139999999999
213,BD-11 4672 b,BD-11 4672,1,1,2,0,Radial Velocity,1634.0,2.36,,0.65,0.05,,,4550.0,0.64,0.65,-0.35,[Fe/H],-0.804,7.4,27.1665,0.00062049
214,BD-11 4672 c,BD-11 4672,1,1,2,0,Radial Velocity,74.2,0.3,,0.04836,0.4,,,4550.0,0.64,0.65,-0.35,[Fe/H],-0.804,7.4,27.1665,4.6164456e-05
215,BD-13 2130 b,BD-13 2130,1,1,1,0,Radial Velocity,714.29999,1.66,,9.78,0.21,,,4545.0,19.17,2.12,-0.08,[Fe/H],,,925.214,0.009335988
218,BD-14 3065 b,BD-14 3065 A,1,3,1,0,Transit,4.2889731,0.0656,1.926,12.37,0.066,80.78,,6935.0,2.35,1.41,-0.34,[Fe/H],1.06,2.24,589.423,0.011808401999999999
219,BD-17 63 b,BD-17 63,1,1,1,0,Radial Velocity,655.57,,,5.16,0.5439,,,,,0.74,,,,,34.4603,0.004925736
223,BD-210397 b,BD-210397,1,1,2,0,Radial Velocity,1891.0,2.63,,0.7,0.1,,K7 V,4051.0,0.75,0.68,0.12,[Fe/H],-0.87,6.2,23.7324,0.00066822
224,BD-210397 c,BD-210397,1,1,2,0,Radial Velocity,6240.0,5.9,,4.8,0.43,33.0,K7 V,,,0.69,,,,4.0,23.7324,0.00458208
226,Barnard b,Barnard's star,1,1,1,0,Radial Velocity,3.1533,0.02294,,0.00116,0.16,,M3.5-4 V,3195.0,0.18,0.16,-0.56,[Fe/H],-2.45,,1.82655,1.107336e-06
227,CD Cet b,CD Cet,1,1,1,0,Radial Velocity,2.2907,0.0185,,0.01243,,87.48,M5.0 V,3130.0,0.17,0.16,0.13,[Fe/H],-2.533,3.0,8.60715,1.1865678e-05
228,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,0,Imaging,10037.5,2.6,,10.5,,,,580.5,,0.02,,,,,,0.0100233
229,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,0,Imaging,8040000.0,200.0,1.86,7.8,,,M9-L1,2320.0,0.24,0.01,,,-2.85,0.003,,0.00744588
230,CHXR 73 b,CHXR 73,1,1,1,0,Imaging,,210.0,,12.569,,,M3.5,,,0.35,,,,0.002,190.374,0.011998367400000001
231,CI Tau c,CI Tau,1,1,1,0,Radial Velocity,25.2,0.17,,3.6,0.58,,,,,,,,,,157.998,0.00343656
232,COCONUTS-2 b,COCONUTS-2 A,1,1,1,0,Imaging,402000000.0,7506.0,1.11,6.3,,,M3 V,3406.0,0.39,0.37,0.0,[Fe/H],-1.732,0.475,10.8864,0.0060139799999999995
233,CT Cha b,CT Cha,1,1,1,0,Imaging,,440.0,2.2,17.0,,,,,,,,,,0.002,190.72,0.0162282
234,CoRoT-1 b,CoRoT-1,1,1,1,0,Transit,1.5089557,,1.49,1.03,0.0,85.1,G0 V,5950.0,1.11,0.95,-0.3,[M/H],,,787.909,0.000983238
243,CoRoT-10 b,CoRoT-10,1,1,1,0,Transit,13.2406,0.1055,0.97,2.75,0.53,88.55,K1 V,5075.0,0.79,0.89,0.26,[Fe/H],,3.0,338.386,0.00262515
249,CoRoT-11 b,CoRoT-11,1,1,1,0,Transit,2.99433,0.0436,1.43,2.33,0.0,83.17,F6 V,6440.0,1.37,1.27,-0.03,[Fe/H],,2.0,655.037,0.002224218
251,CoRoT-12 b,CoRoT-12,1,1,1,0,Transit,2.828042,0.04016,1.44,0.917,0.07,85.48,,5675.0,1.12,1.08,0.16,[Fe/H],,6.3,1126.37,0.0008753682
261,CoRoT-13 b,CoRoT-13,1,1,1,0,Transit,4.03519,0.051,0.885,1.308,0.0,88.02,G0 V,5945.0,1.01,1.09,0.01,[Fe/H],,1.635,1148.93,0.0012486168
262,CoRoT-14 b,CoRoT-14,1,1,1,0,Transit,1.51214,0.027,1.09,7.6,0.0,79.6,F9 V,6035.0,1.21,1.13,0.05,[Fe/H],,4.2,1744.6,0.0072549599999999995
266,CoRoT-16 b,CoRoT-16,1,1,1,0,Transit,5.35227,0.0618,1.17,0.535,0.33,85.01,G5 V,5650.0,1.19,1.1,0.19,[M/H],,6.73,732.409,0.0005107110000000001
268,CoRoT-17 b,CoRoT-17,1,1,1,0,Transit,3.7681,0.0461,1.02,2.43,0.0,88.34,G2 V,5740.0,1.59,1.04,0.0,[Fe/H],,10.7,1176.12,0.0023196780000000004
272,CoRoT-18 b,CoRoT-18,1,1,1,0,Transit,1.9000693,0.0295,1.31,3.47,0.08,86.5,G9 V,5440.0,1.0,0.95,-0.1,[Fe/H],,,764.889,0.0033124620000000004
280,CoRoT-19 b,CoRoT-19,1,1,1,0,Transit,3.89713,0.0518,1.29,1.11,0.047,88.0,F9 V,6090.0,1.65,1.21,-0.02,[Fe/H],0.544,5.0,790.663,0.001059606
288,CoRoT-2 b,CoRoT-2,1,2,1,0,Transit,1.7429935,0.02798,1.466,3.47,0.0143,88.08,,5625.0,0.91,0.96,,,,2.7,213.283,0.0033124620000000004
298,CoRoT-20 b,CoRoT-20,1,1,2,0,Transit,9.24285,0.09,,4.3,0.59,88.21,,,,1.14,,,,,844.061,0.00410478
300,CoRoT-20 c,CoRoT-20,1,1,2,0,Radial Velocity,1675.0,2.9,,17.0,0.6,,,,,1.14,,,,,844.061,0.0162282
302,CoRoT-21 b,CoRoT-21,1,1,1,0,Transit,2.72474,0.0417,1.3,2.26,0.0,86.8,F8 IV,6200.0,1.95,1.29,0.0,[Fe/H],,4.1,,0.002157396
303,CoRoT-22 b,CoRoT-22,1,1,1,0,Transit,9.75598,0.092,0.435,0.038,0.077,89.749,G3 V,5939.0,1.14,1.1,0.17,[Fe/H],,3.3,627.158,3.62748e-05
305,CoRoT-23 b,CoRoT-23,1,1,1,0,Transit,3.6313,0.048,1.05,2.8,0.16,85.7,G0 V,5900.0,1.61,1.14,0.05,[Fe/H],,7.2,1060.97,0.00267288
307,CoRoT-24 b,CoRoT-24,1,1,2,0,Transit,5.1134,0.056,0.33,0.018,0.0,86.5,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],,11.0,591.555,1.7182799999999998e-05
308,CoRoT-24 c,CoRoT-24,1,1,2,0,Transit,11.759,0.098,0.44,0.088,0.0,89.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],,11.0,591.555,8.400479999999999e-05
309,CoRoT-25 b,CoRoT-25,1,1,1,0,Transit,4.86069,0.0578,1.08,0.27,0.0,84.5,F9,6040.0,1.19,1.09,-0.01,[Fe/H],,4.5,1103.48,0.00025774200000000004
311,CoRoT-26 b,CoRoT-26,1,1,1,0,Transit,4.20474,0.0526,1.26,0.52,0.0,86.8,G5,5590.0,1.79,1.09,0.01,[Fe/H],,8.6,1045.18,0.000496392
313,CoRoT-27 b,CoRoT-27,1,1,1,0,Transit,3.57532,0.0476,1.007,10.39,0.065,86.7,G2,5900.0,1.08,1.05,-0.1,[M/H],,4.21,1010.28,0.009918294000000001
316,CoRoT-28 b,CoRoT-28,1,1,1,0,Transit,5.20851,0.0603,0.955,0.484,0.047,88.1,G8/9 IV,5150.0,1.78,1.01,0.15,[Fe/H],,12.0,766.183,0.0004620264
317,CoRoT-29 b,CoRoT-29,1,1,1,0,Transit,2.85057,0.0386,0.9,0.85,0.082,87.3,K0 V,5260.0,0.9,0.97,0.2,[Fe/H],,4.5,806.507,0.0008114099999999999
324,CoRoT-3 b,CoRoT-3,1,1,1,0,Transit,4.2568,,1.01,21.66,0.0,85.9,F3 V,6740.0,1.56,1.37,,,,2.2,768.771,0.020676636
325,CoRoT-30 b,CoRoT-30,1,1,1,0,Transit,9.06005,0.0844,1.009,2.9,0.007,90.0,G3 V,5650.0,0.91,0.98,0.02,[Fe/H],,3.0,1032.23,0.0027683399999999998
326,CoRoT-31 b,CoRoT-31,1,1,1,0,Transit,4.62941,0.0586,1.46,0.84,0.02,83.2,G2 IV,5700.0,2.15,1.25,0.0,[Fe/H],,4.7,2005.76,0.000801864
327,CoRoT-35 b,CoRoT-35,1,1,1,0,Transit,3.22748,0.0429,1.68,1.1,0.0,84.1,F6 V,6390.0,1.65,1.01,-0.5,[Fe/H],,6.1,1123.21,0.00105006
328,CoRoT-36 b,CoRoT-36,1,1,1,0,Transit,5.616531,0.066,1.41,0.68,0.0,85.83,F3 V,6730.0,1.52,1.32,-0.1,[Fe/H],,2.1,925.958,0.000649128
329,CoRoT-4 b,CoRoT-4,1,1,1,0,Transit,9.20205,0.09,1.19,0.72,0.0,90.0,,6190.0,1.17,1.16,,,,1.0,726.412,0.0006873119999999999
338,CoRoT-5 b,CoRoT-5,1,1,1,0,Transit,4.0378962,0.04947,1.388,0.467,0.09,85.83,F9 V,6100.0,1.19,1.0,-0.25,[M/H],,6.9,882.472,0.00044579820000000003
340,CoRoT-6 b,CoRoT-6,1,1,1,0,Transit,8.886593,0.0855,1.166,2.96,0.1,89.07,F9 V,6090.0,1.02,1.05,-0.2,[Fe/H],,,645.294,0.002825616
344,CoRoT-7 b,CoRoT-7,1,1,3,0,Transit,0.85359163,,0.15,0.01283,0.0,80.1,,5275.0,0.83,0.82,0.05,[Fe/H],,,159.906,1.2247518e-05
351,CoRoT-7 c,CoRoT-7,1,1,3,0,Radial Velocity,3.698,0.046,,0.02643,0.0,80.0,,5256.0,0.86,0.9,0.06,[M/H],-0.289,,159.906,2.5230077999999997e-05
354,CoRoT-7 d,CoRoT-7,1,1,3,0,Radial Velocity,8.966,,,0.05393,,,G9 V,5250.0,,0.92,,,,1.8,159.906,5.1481578e-05
356,CoRoT-8 b,CoRoT-8,1,1,1,0,Transit,6.21229,0.063,0.57,0.22,0.0,88.4,K1 V,5080.0,0.77,0.88,0.3,[M/H],,3.0,322.037,0.000210012
360,CoRoT-9 b,CoRoT-9,1,2,1,0,Transit,95.272656,0.4021,1.066,0.84,0.133,89.9,,5625.0,0.96,0.96,-0.01,[Fe/H],,6.0,412.98,0.000801864
364,CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,0,Transit,6.71837,0.071,0.57,0.15,,89.0,G0 VI,5970.0,0.79,1.08,0.0,[Fe/H],-0.155,,576.683,0.00014319
366,DE CVn b,DE CVn,1,2,1,0,Eclipse Timing Variations,4098.1,5.75,,12.0293,0.0,86.0,,,,0.51,,,,,30.5225,0.01148316978
367,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,0,Astrometry,246.36,0.36,,28.5,0.345,56.6,L1.5,,,0.07,,,,1.0,,0.0272061
368,DH Tau b,DH Tau,1,1,1,0,Imaging,,330.0,,11.0,,,M0.5,,0.27,0.33,,,,0.001,134.846,0.0105006
370,DMPP-1 b,DMPP-1,1,1,4,0,Radial Velocity,18.57,0.1462,,0.07636,0.083,,F8 V,6196.0,1.26,1.21,,,,2.01,62.5388,7.2893256e-05
371,DMPP-1 c,DMPP-1,1,1,4,0,Radial Velocity,6.584,0.0733,,0.0302,0.057,,F8 V,6196.0,1.26,1.21,,,,2.01,62.5388,2.8828920000000002e-05
372,DMPP-1 d,DMPP-1,1,1,4,0,Radial Velocity,2.882,0.0422,,0.01054,0.07,,F8 V,6196.0,1.26,1.21,,,,2.01,62.5388,1.0061484000000001e-05
373,DMPP-1 e,DMPP-1,1,1,4,0,Radial Velocity,5.516,0.0651,,0.01299,0.07,,F8 V,6196.0,1.26,1.21,,,,2.01,62.5388,1.2400254e-05
374,DMPP-2 b,DMPP-2,1,1,1,0,Radial Velocity,5.2072,0.0664,,0.437,0.078,,F5 V,6500.0,1.78,1.44,,,0.104,2.0,137.94,0.0004171602
375,DMPP-3 A b,DMPP-3 A,1,2,1,0,Radial Velocity,6.6732,0.0662,,0.00812,0.14,,K0 V,5138.0,0.91,0.87,0.18,[Fe/H],,10.9,45.23,7.751352e-06
377,DMPP-4 b,DMPP-4,1,1,1,0,Radial Velocity,3.4982,0.04853,,0.03839,0.063,,F5-F8 V,6400.0,1.38,1.25,-0.007,[Fe/H],0.459,2.15,25.3284,3.6647094e-05
379,DP Leo b,DP Leo,1,2,1,0,Eclipse Timing Variations,10220.0,8.19,,6.05,0.39,,,,,0.69,,,,,305.684,0.0057753299999999995
382,DS Tuc A b,DS Tuc A,1,2,1,0,Transit,8.138268,,0.509,,0.0,89.5,G6 V,5428.0,0.96,1.01,0.0,,-0.14,0.045,44.0622,
383,EPIC 201170410.02,EPIC 201170410,1,1,1,0,Transit,6.7987,0.0349,0.093,,0.0,89.002,,3648.0,0.28,0.29,-0.048,[Fe/H],,,,
384,EPIC 201238110 b,EPIC 201238110,1,1,1,0,Transit,28.1656,,0.167,,,,,,,0.41,,,,,159.259,
386,EPIC 201427007 b,EPIC 201427007,1,1,1,0,Transit,0.72091,,0.134,,,88.5,,5633.0,0.94,,-0.053,[Fe/H],,,706.391,
387,EPIC 201497682 b,EPIC 201497682,1,1,1,0,Transit,2.13174,,0.062,,,,,,,0.78,,,,,253.026,
389,EPIC 201595106 b,EPIC 201595106,1,1,1,0,Transit,0.877214,,0.116,,,89.2,,5820.0,0.93,,-0.01,[Fe/H],,,232.1,
391,EPIC 201615463 c,K2-166,1,1,2,0,Transit,3.80464,,0.109,,,,,,,1.07,,,,,476.882,
392,EPIC 201754305 d,K2-16,1,1,3,0,Transit,2.71578,,0.092,,,,,,,0.67,,,,,334.967,
393,EPIC 201757695.02,EPIC 201757695,1,1,1,0,Transit,2.0478,0.0296,0.081,,0.0,89.276,,4520.0,0.66,0.73,-0.003,[Fe/H],-0.364,,,
394,EPIC 201833600 c,K2-50,1,1,2,0,Transit,3.96151,,0.089,,,,,,,0.61,,,,,257.443,
398,EPIC 201841433 b,EPIC 201841433,1,1,1,0,Transit,4.1698,0.035,0.093,,,89.001,,5053.0,0.63,0.8,0.0,[Fe/H],,,436.488,
401,EPIC 205950854 c,K2-168,1,1,2,0,Transit,8.050722,,0.117,,,89.81,,5502.7,0.83,0.88,,,,,243.935,
402,EPIC 206024342 b,EPIC 206024342,1,1,3,0,Transit,4.50756,,0.152,,,,,,,0.93,,,,,369.888,
405,EPIC 206024342 c,EPIC 206024342,1,1,3,0,Transit,0.911724,,0.125,,,91.7,,5724.0,1.1,,-0.22,[Fe/H],,,369.888,
409,EPIC 206024342 d,EPIC 206024342,1,1,3,0,Transit,14.647531,,0.232,,,90.0,,5724.0,1.1,,-0.22,[Fe/H],,,369.888,
411,EPIC 206032309 b,EPIC 206032309,1,1,1,0,Transit,2.87814,,0.09,,,,,,,0.22,,,,,161.365,
412,EPIC 206042996 b,EPIC 206042996,1,1,2,0,Transit,5.2986,,0.152,,,90.5,,4114.0,0.5,,0.006,[Fe/H],,,451.769,
416,EPIC 206042996 c,EPIC 206042996,1,1,2,0,Transit,0.354884,,0.107,,,89.9,,4114.0,0.5,,0.006,[Fe/H],,,451.769,
419,EPIC 206215704 b,EPIC 206215704,1,1,1,0,Transit,2.255436,,0.089,,,89.9,,3297.0,0.25,,-0.33,[Fe/H],,,109.888,
420,EPIC 206317286 b,EPIC 206317286,1,1,2,0,Transit,1.58252,,0.086,,,,,,,0.71,,,,,314.35,
424,EPIC 206317286 c,EPIC 206317286,1,1,2,0,Transit,17.515472,,0.187,,,,,4752.0,0.76,0.83,0.019,[Fe/H],,,314.35,
430,EPIC 211822797 b,EPIC 211822797,1,1,1,0,Transit,21.1701963,0.1195,0.171,,,,,4057.0,0.58,0.62,0.2,[Fe/H],,,186.197,
431,EPIC 211945201 b,EPIC 211945201,1,1,1,0,Transit,19.49221,0.1493,0.514,,,,,6069.0,1.39,1.17,0.1,[Fe/H],,,181.69,
443,EPIC 212297394 b,EPIC 212297394,1,1,2,0,Transit,2.289363,,0.132,,,,,5171.0,0.8,0.83,-0.03,[Fe/H],,,418.395,
444,EPIC 212297394 c,EPIC 212297394,1,1,2,0,Transit,5.213965,,0.203,,,,,5171.0,0.8,0.83,-0.03,[Fe/H],,,418.395,
447,EPIC 212424622 b,EPIC 212424622,1,1,1,0,Transit,18.0983,,0.194,,,,,,,1.11,,,,,611.804,
449,EPIC 212499991 b,EPIC 212499991,1,1,1,0,Transit,34.885,,0.143,,,,,,,0.91,,,,,283.29,
452,EPIC 212587672 b,EPIC 212587672,1,1,2,0,Transit,15.28078,,0.112,,,,,6004.0,0.98,0.99,-0.18,[Fe/H],,,320.07,
457,EPIC 212587672 c,EPIC 212587672,1,1,2,0,Transit,23.228555,,0.207,,,,,6004.0,0.98,0.99,-0.18,[Fe/H],,,320.07,
459,EPIC 212624936 b,EPIC 212624936,1,1,2,0,Transit,0.578657,,0.107,,,90.3,,5765.0,0.93,,-0.39,[Fe/H],,,561.929,
461,EPIC 212624936 c,EPIC 212624936,1,1,2,0,Transit,11.811437,,0.205,,,90.0,,5765.0,0.93,,-0.39,[Fe/H],,,561.929,
463,EPIC 212737443 b,EPIC 212737443,1,1,2,0,Transit,13.603,0.098,0.231,,0.2,89.071,K3,4684.0,0.67,0.69,-0.137,[Fe/H],,,336.25,
465,EPIC 212737443 c,EPIC 212737443,1,1,2,0,Transit,65.55,0.28,0.24,,0.2,89.63,K3,4684.0,0.67,0.69,-0.137,[Fe/H],,,336.25,
466,EPIC 220492298 b,EPIC 220492298,1,1,1,0,Transit,0.762406,,0.088,,,92.6,,5620.0,0.89,,0.28,[Fe/H],,,624.512,
467,EPIC 220554210 c,K2-282,1,1,2,0,Transit,0.70531,,0.143,,,91.3,,5499.0,1.0,,-0.23,[Fe/H],,,496.289,
470,EPIC 220674823 b,EPIC 220674823,1,1,2,0,Transit,0.571292,0.01326,0.154,0.02583,0.0,86.4,,5532.0,0.99,0.95,0.11,[Fe/H],,7.5,244.59,2.4657317999999998e-05
486,EPIC 220674823 c,EPIC 220674823,1,1,2,0,Transit,13.3397,0.1083,0.253,0.028,0.13,89.35,,5532.0,0.99,0.95,0.11,[Fe/H],,7.5,244.59,2.67288e-05
489,EPIC 228836835 b,EPIC 228836835,1,1,1,0,Transit,0.728113,,0.098,,,89.7,,3782.0,0.32,,-0.18,[Fe/H],,,150.124,
493,EPIC 229004835 b,EPIC 229004835,1,1,1,0,Transit,16.141132,0.1237,0.208,0.03272,0.23,88.08,,5868.0,1.0,0.97,-0.12,[Fe/H],,4.9,121.971,3.1234512e-05
494,EPIC 246851721 b,EPIC 246851721,1,2,1,0,Transit,6.180235,0.07229,1.051,3.0,,86.21,F5 V,6202.0,1.59,1.32,0.141,[Fe/H],0.526,3.02,372.632,0.0028638
497,EPIC 248847494 b,EPIC 248847494,1,1,1,0,Transit,3650.0,4.5,1.11,13.0,0.0,89.87,,4898.0,2.7,0.9,-0.23,[Fe/H],,,551.886,0.0124098
498,EPIC 249893012 b,EPIC 249893012,1,1,3,0,Transit,3.5951,0.047,0.174,0.02753,0.06,86.14,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],,9.0,321.296,2.6280138e-05
499,EPIC 249893012 c,EPIC 249893012,1,1,3,0,Transit,15.624,0.13,0.327,0.04616,0.07,87.94,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],,9.0,321.296,4.4064336e-05
500,EPIC 249893012 d,EPIC 249893012,1,1,3,0,Transit,35.747,0.22,0.352,0.03203,0.15,89.47,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],,9.0,321.296,3.0575838000000004e-05
501,FU Tau b,FU Tau,1,1,1,0,Imaging,,800.0,,16.0,,,M7.25,2838.0,,0.05,,,-0.699,0.001,,0.0152736
503,G 196-3 b,G 196-3,1,1,1,0,Imaging,,350.0,,26.0,,,,,,,,,,,21.7912,0.0248196
504,G 264-012 b,G 264-012,1,1,2,0,Radial Velocity,2.30538,0.02279,,0.00787,,,M4.0 V,3326.0,0.3,0.3,0.1,[Fe/H],-1.972,,16.009,7.5127020000000006e-06
505,G 264-012 c,G 264-012,1,1,2,0,Radial Velocity,8.0518,0.0525,,0.0118,,,M4.0 V,3326.0,0.3,0.3,0.1,[Fe/H],-1.972,,16.009,1.126428e-05
508,G 9-40 b,G 9-40,1,1,1,0,Transit,5.746007,0.0385,0.181,0.03681,0.0,88.57,M2.5 V,3348.0,0.31,0.29,0.04,[Fe/H],-1.971,9.9,27.9276,3.5138826e-05
510,GJ 1002 b,GJ 1002,1,1,2,0,Radial Velocity,10.3465,0.0457,,0.0034,,,M5.5 V,3024.0,0.14,0.12,-0.25,[Fe/H],-2.852,,4.84867,3.2456399999999997e-06
511,GJ 1002 c,GJ 1002,1,1,2,0,Radial Velocity,21.202,0.0738,,0.00428,,,M5.5 V,3024.0,0.14,0.12,-0.25,[Fe/H],-2.852,,4.84867,4.085688e-06
512,GJ 1061 b,GJ 1061,1,1,3,0,Radial Velocity,3.204,0.021,,0.00431,0.31,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],-2.77,7.0,3.67278,4.114326e-06
513,GJ 1061 c,GJ 1061,1,1,3,0,Radial Velocity,6.689,0.035,,0.00547,0.29,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],-2.77,7.0,3.67278,5.221662e-06
514,GJ 1061 d,GJ 1061,1,1,3,0,Radial Velocity,13.031,0.054,,0.00516,0.53,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],-2.77,7.0,3.67278,4.925735999999999e-06
517,GJ 1132 b,GJ 1132,1,1,2,0,Transit,1.62892911,0.0157,0.106,0.00578,0.0118,88.16,,3229.0,0.22,0.19,-0.17,[Fe/H],-2.321,,12.613,5.517588e-06
522,GJ 1132 c,GJ 1132,1,1,2,0,Radial Velocity,8.929,0.0476,,0.00831,0.27,,,3270.0,0.21,0.18,,,-2.359,,12.613,7.932725999999999e-06
525,GJ 1148 b,GJ 1148,1,1,2,0,Radial Velocity,41.38,0.166,,0.30425,0.38,,,3287.0,0.36,0.34,,,-1.869,,11.0143,0.00029043705
527,GJ 1148 c,GJ 1148,1,1,2,0,Radial Velocity,532.58,0.912,,0.21414,0.342,,,3287.0,0.36,0.34,,,-1.869,,11.0143,0.000204418044
528,GJ 1151 c,GJ 1151,1,1,1,0,Radial Velocity,389.7,0.5714,,0.03341,,,M 4.5V,3280.0,0.18,0.16,-0.12,[Fe/H],-2.48,,8.03625,3.1893186e-05
540,GJ 1214 b,GJ 1214,1,1,1,0,Transit,1.58040453,0.01505,0.244,0.02646,0.0062,88.98,,3101.0,0.22,0.18,0.24,[Fe/H],-2.409,,14.6427,2.5258716e-05
553,GJ 1252 b,GJ 1252,1,1,1,0,Transit,0.5182331,,0.106,0.00415,0.0,,M3,3458.0,0.39,0.38,0.1,[Fe/H],-1.708,,20.373,3.9615900000000005e-06
554,GJ 1265 b,GJ 1265,1,1,1,0,Radial Velocity,3.6511,0.026,,0.02328,0.04,,M4.5 V,3236.0,0.19,0.18,-0.04,[Fe/H],-2.439,,10.2525,2.2223087999999998e-05
557,GJ 143 b,GJ 143,1,1,2,0,Transit,35.61253,0.1915,0.233,0.07142,0.188,89.33,K4.5,4640.0,0.69,0.73,0.003,[Fe/H],-0.686,3.8,16.32,6.8177532e-05
558,GJ 15 A b,GJ 15 A,1,2,2,0,Radial Velocity,11.4407,0.072,,0.00953,0.094,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],-1.655,,3.56228,9.097338e-06
561,GJ 15 A c,GJ 15 A,1,2,2,0,Radial Velocity,7600.0,5.4,,0.11327,0.27,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],-1.655,,3.56228,0.00010812754199999999
562,GJ 160.2 b,GJ 160.2,1,1,1,0,Radial Velocity,5.2354,0.053,,0.03209,0.06,,M0 V,4347.0,,0.69,,,-0.796,,25.8557,3.0633114e-05
563,GJ 163 b,GJ 163,1,1,3,0,Radial Velocity,8.63182,0.0607,,0.03335,0.073,,,,,,,,,,15.1285,3.183591e-05
564,GJ 163 c,GJ 163,1,1,3,0,Radial Velocity,25.63058,0.1254,,0.0214,0.099,,,,,,,,,,15.1285,2.042844e-05
565,GJ 163 d,GJ 163,1,1,3,0,Radial Velocity,603.95116,1.0304,,0.0925,0.373,,,,,,,,,,15.1285,8.83005e-05
566,GJ 179 b,GJ 179,1,1,1,0,Radial Velocity,2288.0,2.41,,0.82,0.21,,M3.5 V,3370.0,0.38,0.36,0.3,[Fe/H],-1.796,,12.356,0.0007827719999999999
569,GJ 180 b,GJ 180,1,1,3,0,Radial Velocity,17.133,0.092,,0.02042,0.07,,,,,0.43,,,,,11.9407,1.9492932000000002e-05
